,Charity_Legal_Name,Address_Line_1,Town_City,State,Postcode,Country,Charity_Website,Advancing_Education,Promoting_or_protecting_human_rights,Advancing_social_or_public_welfare,Children,Families,Females,Financially_Disadvantaged,Males,People_at_risk_of_homelessness
3213,Institute For Urban Indigenous Health Ltd,22 Cox Rd,Windsor,Queensland,4030,Australia,www.iuih.org.au,,,Y,Y,Y,,,,
3214,The Trustee For Wagyl Kaip And Southern Noongar Native Title Charitable Trust,GPO Box 2307,Melbourne,VIC,3001,,,,,,,,,,,
3215,Catholiccare Victoria Tasmania,383 Albert St,East Melbourne,VIC,3002,Australia,,,,,,Y,Y,Y,Y,Y
3216,Bloc Music Theatre Inc,608 Peel St N,Black Hill,Victoria,3350,Australia,www.blocmusictheatre.com,,,,Y,,,,,
3217,Global Glamping Charities Incorporated,13 Coombar Close,Coffs Harbour,NSW,2450,Australia,https://www.globalglamping.org,,,Y,Y,Y,Y,Y,Y,Y
3218,Moriah College Foundation Limited,Queens Park Road,Bondi Junction,NSW,2022,AUSTRALIA,www.moriah.nsw.edu.au,Y,,,,,,,,
3219,Liberty Avenue Preschool Inc,77 Liberty Ave,Rowville,Victoria,3178,Australia,https://www.whitepages.com.au/liberty-avenue-4-year-old-kindergarten-11549242/rowville-vic-11549234B,Y,,,,,,,,
3220,Nillumbik Community Health Service Ltd,917 Main Rd,Eltham,Victoria,3095,Australia,www.healthability.org.au,,,,Y,,,,,
3221,Songlines Indigenous Corporation,14 Manning Circuit,Pacific Pines,QLD,4211,Australia,,,,Y,,Y,,Y,,
3222,Melbourne East Trinity General,209 Flinders Lane,Melbourne,VIC,3000,,www.melbourneanglican.org.au,,,,,,,,,
3223,Victorian Women Lawyers Association Inc.,,,,,,https://vwl.asn.au/,,,,,,Y,,,
3224,Halal Food Bank Melbourne Inc.,1/26 Amcor Way,Campbellfield,VIC,3061,Australia,https://www.halalfoodbankmelbourne.com.au,,,Y,,Y,,Y,,Y
3225,Uca - Stratford,PO Box 197,Stratford,VIC,3862,,http://stratforduc.blogspot.com/,,,,,,,,,
3226,The Trustee For The Harriett Gold Foundation - Barclay,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,,,,,,,,,
3227,Greensborough Rsl Sub Branch Inc,111 Main Street,Greensborough,VIC,3088,Australia,www.rsl-greensborough.com,,,Y,,Y,Y,,Y,
3228,Future Energy Skills Ltd,"Building 2, Level 3",Clayton,VIC,3168,Australia,www.futureenergyskills.com.au,Y,,,,,Y,,Y,
3229,Queenscliffe Historical Museum Inc.,49 Hesse St,Queenscliff,Victoria,3225,Australia,www.historyofqueenscliff.com,,,,,,,,,
3230,ETRAT Institute of Australia Inc,17/200 Thomas Street,Dandenong,VIC,3175,Australia,,Y,,Y,,Y,,Y,,
3231,Stan Willis Trust,L 6 Se 2 432 St Kilda Rd,Melbourne,Victoria,3004,Australia,,,,,Y,,,,,
3232,Indonesian Family Church Melbourne,8 Ibsley Court,St. Albans,Victoria,3021,Australia,http://www.placeofjoy.org.au,,,,Y,Y,,,,
3233,Kindred Spirits Foundation,L 12 440 Collins St,Melbourne,Victoria,3000,Australia,www.kindredspiritsfoundation.org.au,,,,Y,Y,,Y,,
3234,Oakleigh Grammar,77-81 Willesden Rd,OAKLEIGH,VIC,3166,AUSTRALIA,http://OAKLEIGHGRAMMAR.VIC.EDU.AU,Y,,,Y,,,,,
3235,Karen Culture and Social Support Foundation Incorporated,16 Fenton St,Sailors Gully,Victoria,3556,Australia,www.kcssf.org.au,,,,Y,Y,Y,,Y,
3236,Tramway East Melbourne RSL Sub-Branch Patriotic Fund,ANZAC House 4 Collins Street,MELBOURNE,VIC,3000,,,,,Y,,,,,,
3237,Hopes And Dreams Inc,4 Cobbs Close,Aintree,Victoria,3336,Australia,www.hopesanddreams.org.au,,,,,,,,,
3238,Christian Community Church Morwell,5-7 Mcdonald St,Morwell,Victoria,3840,Australia,cccmorwell.com,,,,Y,Y,,,,
3239,Samadhi Sathkara Incorporated,1 Balmoral Avenue,Strathmore,Victoria,3041,Australia,https://samadhi.org.au/,,,,,Y,Y,Y,Y,Y
3240,Friends Of The Ballarat Botanical gardens Inc,Po Box 33w,Ballarat West,Victoria,3350,Australia,https://fbbg.org.au/,,,,Y,Y,,,,
3241,Keilor Common Equity Rental Housing Co-Operative Ltd,,,,,,,,,,,,,,,
3242,St John's Anglican Church Toorak,86 Clendon Rd,Toorak,VIC,3142,Australia,www.saintjohnstoorak.org,,,,Y,Y,Y,Y,Y,
3243,TLC Support Inc.,265 Canterbury Rd,Bayswater North,Victoria,3153,Australia,www.tlcsupport.org.au,,,Y,,Y,Y,Y,Y,Y
3244,The Winter-Irving-Crawford Trust,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,Y,,,,,,,,
3245,T. L. C. Rescue Inc.,6 Wildflower Cres,Hoppers Crossing,Victoria,3029,Australia,www.tlcrescue.org.au,,,,,,,,,
3246,Action On Disability Within Ethnic Communities Inc,175-177 Plenty Rd,Preston,Victoria,3072,Australia,www.adec.org.au,,,Y,Y,Y,Y,Y,Y,
3247,Punya Foundation Inc.,12 Harold Rd,Salisbury North,South Australia,5108,Australia,www.punyafoundation.org,Y,,Y,Y,Y,Y,Y,Y,Y
3248,The Friends Of Wyperfeld National Park Inc,,,,,Australia,,,,,,Y,,,,
3249,The Alpine Garden Society Victorian Group,79-81 Olinda-Monbulk Road,Olinda,VIC,3788,Australia,agsvicgroup.blogspot.com,Y,,,,,,,,
3250,The Trustee For The Millwarra Primary School Building Trust,Millgrove Primary School,Millgrove,Victoria,3799,Australia,,Y,,,Y,Y,,Y,,
3251,The Jack And Hedy Brent Foundation,444 Station St,Carlton North,Victoria,3054,Australia,,,,,,,,,,
3252,St Michael's School Heyfield,Davis St,HEYFIELD,VIC,3858,,www.stmheyfield.catholic.edu.au,Y,,,Y,,,,,
3253,Macedonian Community Welfare Association Limited,,,,,Australia,http://www.mcwa.org.au,,,,,Y,Y,Y,Y,
3254,Cosmic Harmony Foundation Inc,31 Larkspur Cct,Glen Waverley,Victoria,3150,Australia,http://www.consmicharmonyfoundation.net,,,,,,Y,,Y,
3255,Olivet Assembly Incorporated,300 Mangrove Creek,Mangrove Creek,New South Wales,2250,Australia,olivetassembly.org.au,,,Y,Y,Y,Y,Y,Y,Y
3256,The Trustee For Elsie Morres Bequest,209 Flinders Lane,Melbourne,VIC,3000,,www.melbourneanglican.org.au,,,,,,,,,
3257,All Saints Anglican Church Northcote,12 High St,Northcote,Victoria,3070,Australia,www.allsaintsnorthcote.org.au,,,,,Y,,Y,,Y
3258,The Trustee for Wartook Foundation,L 15 390 St Kilda Rd,Melbourne,Victoria,3004,Australia,,,,,,,,,,
3259,The Trustee For Melbourne High School Scholarship Trust,The Melbourne High School Foundation,South Yarra,VIC,3141,,https://www.mhsfoundation.org.au,Y,,,,,,,,
3260,New Community Ringwood,32 Greenwood Ave,Ringwood,Victoria,3134,Australia,www.newcommunity.org.au,,,,Y,Y,Y,Y,Y,Y
3261,Sacred Heart Catholic Church Oakleigh,19-21 Johnson Street,Oakleigh,VIC,3166,,https://www.oakleighparishes.org.au,,,,Y,Y,Y,Y,Y,Y
3262,TALEB CHARITABLE ASSOCIATION OF AUSTRALIA INC,26 Bellbridge Dr,Hoppers Crossing,Victoria,3029,Australia,,,,Y,,,,,,
3263,UCA - Hamilton Church Council,109-113 Lonsdale St,Hamilton,Victoria,3300,Australia,,,,,,Y,,Y,,
3264,Yarra Valley Arts Council Incorporated,252A Maroondah Highway,Healesville,VIC,3777,Australia,www.yava.org.au,,,,Y,Y,Y,,Y,
3265,Goulburn Valley Common Equityrental Housing Co Operative Ltd,4 Hillier St,SHEPPARTON,VIC,3630,AUSTRALIA,,,,,,,,,,
3266,Flinders Kindergarten Inc,Flinders Kindergarten,Lara,Victoria,3212,Australia,https://www.bcyf.org.au/flinders-kindergarten/,Y,,,,,,,,
3267,Our Lady Of The Rosary Catholic Church - White Hills,P.O. Box 201,Bendigo,VIC,3552,AUSTRALIA,,,,,,,,,,
3268,THE TRUSTEE FOR THE READINGS FOUNDATION,309 Lygon St,Carlton,Victoria,3053,Australia,https://www.readings.com.au/the-readings-foundation,,,,,,,,,
3269,Orbost RSL Sub-Branch Patriotic Fund,ANZAC House 4 Collins Street,MELBOURNE,VIC,3000,,,,,Y,,,,,,
3270,Upper Murray Innovation Foundation Inc,39 Hanson St,Corryong,Victoria,3707,Australia,www.corryongnc.org,,,Y,,,,,,
3271,St Luke's Catholic Church Wantirna,1 Ipswich Court,Wantirna,VIC,3152,,http://www.stlukeswantirna.net,,,,Y,Y,Y,Y,Y,Y
3272,The Australian Friends of Shaare Zedek,,,,,,www.shaarezedek.org.au,,,,Y,,Y,,Y,
3273,Jetty Foundation,Po Box 4115,Geelong,Victoria,3220,Australia,,,,,,,,,,
3274,The Trustee For M I Quicke Memorial Scholarship Fund,1 Napier Cl,DEAKIN,ACT,2600,AUSTRALIA,www.acnc.gov.au,,,,,,,,,
3275,Caulfield Rsl Sub Branch Incorporated,4 St Georges Rd,Elsternwick,Victoria,3185,Australia,www.crsl.com.au,,,Y,,Y,,,,
3276,Tarrangower Village Inc,4 Chapel St South,Maldon,Victoria,3463,Australia,www.tarrangowervillage.com.au,,,Y,,,,,,
3277,KINDERLEA 3 YEAR OLD PRESCHOOL INC,Kinderlea Kindergarten,Wantirna South,Victoria,3152,Australia,https://www.kinderleapreschool.com.au/,Y,,,,,,,,
3278,Beaumaris Rsl Sub-Branch,Po Box 7409,Beaumaris,Victoria,3193,Australia,,,,,,,,,,
3279,Melbourne Fight Back Against Parkinsons Group Incorporated,,,,,,,,,,,,,,,
3280,Angel Gowns Australia Incorporated,18 Essex Street,,,2161,Australia,https://www.angelgownsaustralia.org.au,,,Y,Y,Y,,,,
3281,Uca Portland Congregation,61 Percy St,Portland,Victoria,3305,Australia,,,,,Y,Y,,Y,,
3282,Ballarat Anglican Diocesan Corporation Ltd,PO Box 97,Ballarat,VIC,3353,AUSTRALIA,www.ballaratanglican.org.au,,,,,,,,,
3283,Central Australian Aboriginal Media Association (Aboriginal Corporation),101 Todd Street,ALICE SPRINGS,NT ,870,,www.caama.com.au,,,,,,,,,
3284,Upstart Entrepreneurial Challenge Ltd,9 St David St,Rippleside,Victoria,3215,Australia,www.upstarthq.com.au,Y,,,Y,Y,Y,Y,Y,Y
3285,THE PNG FOUNDATION LTD,2164 Melba Hwy,Dixons Creek,Victoria,3775,Australia,pngfoundation.org.au,,,Y,,Y,Y,,Y,
3286,DoGood Volunteers Limited,38A Bundeera Road,Caulfield South,Victoria,3162,Australia,https://www.twelvethirteen.org/,,,Y,Y,,,Y,,Y
3287,Skills Impact Ltd,Level 1 165 Bouverie Street,Carlton,Victoria,3053,Australia,https://www.skillsimpact.com.au,Y,,,,,Y,,Y,
3288,United Methodist Church of Australia and New Zealand Ltd,7 King William St,Bayswater,Western Australia,6053,Australia,,,,,Y,Y,,,,
3289,Myeloproliferative Neoplasm (MPN) Australia Limited,12 Diggers Ave,Gladesville,New South Wales,2111,Australia,rubyred.org.au,,,,Y,Y,Y,,Y,
3290,Help CT Ltd,U 8 316 Maroondah Hwy,Croydon,Victoria,3136,Australia,www.helpct.org,,,Y,Y,Y,Y,Y,Y,Y
3291,Catalysr Foundation Ltd,G 79 George St,Parramatta,New South Wales,2150,Australia,www.catalysr.com.au,,,Y,,,,,,
3292,Gems and Cadets Limited,,,,,Australia,,,,,Y,,Y,,Y,
3293,Central Christian Church - Seymour Inc,82 Avenel Rd,Seymour,Victoria,3660,Australia,www.central-church.com.au,,,,Y,Y,Y,Y,Y,
3294,HIS International Services Australia Limited,U 1 27 Regent St,Camberwell,Victoria,3124,Australia,https://www.hisaustralia.org/,,,Y,Y,Y,Y,Y,Y,Y
3295,Paul Ramsay Foundation Limited,L 3 243 Liverpool St,Darlinghurst,New South Wales,2010,Australia,https://paulramsayfoundation.org.au/,Y,,Y,Y,,,,,
3296,White Coats Foundation Ltd,83 Cubitt St,Cremorne,Victoria,3121,Australia,https://whitecoatsfoundation.org,,,,,,Y,,Y,
3297,Global Evergreening Alliance Limited,12/24 Lakeside Drive,Burwood East,Victoria,3151,Australia,https://www.evergreening.org/,,,Y,,Y,Y,,Y,
3298,Little Big Steps Ltd,75 Wales St,Kingsville,,3012,Australia,www.littlebigsteps.org.au,,,,Y,,,,,
3299,GIRLS' UNIFORM AGENDA LIMITED,U 210 434 St Kilda Rd,Melbourne,Victoria,3004,Australia,www.girlsuniformagenda.org,,Y,,Y,,Y,,,
3300,Careline Connections Ltd,Unit 4,Boronia,Victoria,3155,Australia,https://carelineconnections.org.au/,,,Y,,,Y,Y,Y,Y
3301,SUPPORT SMALL BUSINESS AUSTRALIA LTD,33 Keith St,Alphington,Victoria,3078,Australia,,Y,,,,,,,,
3302,CHARITY DOWN UNDER LTD,U 1 134a Waterloo Rd,Greenacre,New South Wales,2190,Australia,,,,Y,Y,Y,Y,Y,Y,Y
3303,MENS SHRED LIMITED,4 Challis Ave,Breamlea,Victoria,3227,Australia,https://www.mensshred.org/,,,,,,,,Y,
3304,Falun Dafa Association Of Australia  Victoria Branch Incorporated,Po Box 48,Montmorency,Victoria,3094,Australia,http://www.falunau.org,,Y,,,,,,,
3305,FATHERS' RIGHTS AUSTRALIA LIMITED,112 Giles Rd,Redland Bay,Queensland,4165,Australia,,,,Y,Y,Y,,,Y,
3306,LIVING WORD FAMILY FELLOWSHIP LTD.,8 Eaton Rd,Mount Duneed,Victoria,3217,Australia,,,,,,,,,,
3307,Ten for Tamils Incorporated,4 Combie St,Preston,Victoria,3072,Australia,www.tenfortamils.org.au,,,Y,Y,,Y,Y,,
3308,MARIST ASSOCIATION OF ST MARCELLIN CHAMPAGNAT LIMITED,Suite 5.01 247 Coward St,Mascot,NSW,2020,Australia,http://www.maristassociation.org.au/,Y,,,Y,,,,,
3309,AUSTRALIAN MULTICULTURAL MUSLIM ASSOCIATION LIMITED,59 Mckenzie St,Melton,Victoria,3337,Australia,https://www.ammavic.org.au/,,,Y,Y,Y,,Y,,
3310,Uca - Ascot Vale Uniting Church,60-64 Maribyrnong Rd,Moonee Ponds,Victoria,3039,Australia,ascotvaleuniting.org.au/home.html,,,,,Y,,,,
3311,Bendigo District Rsl Sub-Branch Inc.,73-75 Havilah Rd,Long Gully,Victoria,3550,Australia,http://www.bendigorsl.com.au,,,Y,,Y,Y,,Y,
3312,Community Of Hope Inc,30 Leonard St,Bayswater,Victoria,3153,Australia,www.communityofhope.org.au,,,,,,Y,,Y,
3313,Portland Group Hamilton & District Legacy,7 Crouch St,Portland,Victoria,3305,Australia,www.legacy.com.au,,,Y,,,Y,,,
3314,Lifeline Gippsland Inc,2-8 Fleming St,Morwell,Victoria,3840,Australia,www.llg.org.au,,,Y,,,Y,Y,Y,Y
3315,Dandenong Parish Of The Russian Orthodox Church (Abroad),20 Chelmsford Ave,Croydon,NSW,2132,AUSTRALIA,www.rocor.org.au,,,,,,,,,
3316,Villamanta Disability Rights Legal Service Inc,244 Latrobe Terrace,,Victoria,3218,Australia,villamanta.org.au,,,,,,,,,
3317,Uca Seddon Uniting Church,71 Gamon St,Seddon,Victoria,3011,Australia,seddon.unitingchurch.org.au,,,,,Y,Y,,Y,
3318,Nalderun Education Aboriginal Corporation,30 Templeton St,Castlemaine,Victoria,3450,Australia,www.nalderun.net.au,Y,,,Y,,,,,
3319,Edge International Foundation,255 Old South Rd,Old Reynella,South Australia,5161,Australia,www.edgechurch.com,,,Y,,,,,,
3320,Warrnambool Community Garden Inc.,2 Grieve Street,Warrnambool,VIC,3280,Australia,www.wcg3280.org.au,,,,Y,Y,Y,,Y,
3321,Australian Friends of Rambam,63 Kerferd Street,Malvern East,Vic,3145,Australia,www.ausforam.org.au,,,,,,Y,,Y,
3322,The Trustee For Maconachie Georgina Menzies Estate,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,,,,,,,,,
3323,Vasey Park Preschool Inc,15 Vasey Ave,Lalor,VIC,3075,Australia,https://www.vaseypark.kindergarten.vic.gov.au/,Y,,,,,,,,
3324,GREEK ORTHODOX ARCHDIOCESE OF AUSTRALIA PARISH OF ST ANTHONY SUNSHINE,66 ARMSTRONG STREET,WEST SUNSHINE,VIC,3020,AUSTRALIA,,,,,,,,,,
3325,The East West Foundation of Australia Inc.,"Ross House, Level 2, Room 13b",Melbourne,VIC,3000,Australia,www.tewfa.org.au,,,Y,Y,,,,,
3326,Apollo Bay Lions Village Inc,Po Box 143,Apollo Bay,Victoria,3233,Australia,https://www.lionsvillageapollobay.com.au,,,,,Y,Y,Y,Y,
3327,Monash Evangelical Union House Trust,40 Gardeners Rd,Kingsford,New South Wales,2032,Australia,www.afes.org.au,,,,,,,,,
3328,Serbian Social Services And Support Inc,U 4 350 Main Rd W,St Albans,Victoria,3021,Australia,,,,,,,Y,,Y,
3329,The Trustee for Global Awakening Benevolent Trust,"Level 4, 194 Varsity Parade",Varsity Lakes,QLD,4227,Australia,,,,,,,,,,
3330,St Joseph The Worker Catholic Church,79 Wilson Boulevarde,Reservoir North,VIC,3073,,http://www.stjosephtheworker.org.au,,,,Y,Y,Y,Y,Y,Y
3331,DUNKELD RSL SUB-BRANCH PATRIOTIC FUND,ANZAC House 4 Collins Street,MELBOURNE,VIC,3000,,,,,,,,,,,
3332,Meruka Child Care Co-Operative,5 Meruka Dr,Eltham,Victoria,3095,Australia,https://www.meruka.net/,Y,,,,,Y,Y,Y,
3333,Solomon Family Foundation,Se 1 1133-1145 Malvern Rd,Malvern,Victoria,3144,Australia,,,,,Y,Y,,,,
3334,Diamond Creek Mens Shed Inc,53 Challenger St,Diamond Creek,Victoria,3089,Australia,,,,,,,,Y,Y,
3335,CareNet Centre Incorporated,135 Capel St,North Melbourne,Victoria,3051,Australia,https://www.carenetcentre.org.au/,,,Y,Y,Y,,Y,,
3336,THE LIVING WAY CHURCH - MELBOURNE INC.,75 Wheelers Park Dr,Cranbourne North,Victoria,3977,Australia,https://www.lwcm.org.au/,,,,Y,Y,Y,,Y,
3337,The Trustee For The Invergowrie Foundation,L 6 126 Wellington Pde,East Melbourne,Victoria,3002,Australia,http://www.invergowrie.org.au,Y,,,Y,,Y,Y,,
3338,Preston Congregation of Jehovah's Witnesses,57 David St,Preston,Victoria,3072,Australia,,,,,,,,,,
3339,Coptic Orthodox Patriarchate St.Mina And St.Marina Church Inc,41 Saffron Dr,Hallam,Victoria,3803,Australia,www.hallamcopts.org.au,,,,,Y,,,,
3340,Freshwater Creek Steiner School Association Incorporated,52 Mcintyres Rd,Freshwater Creek,Victoria,3217,Australia,www.fwcss.vic.edu.au,Y,,,Y,,,,,
3341,Beaufort Community Church Inc,1-3 Park Rd,Beaufort,Victoria,3373,Australia,,,,,Y,Y,,,,
3342,Melbourne High School Foundation Future Fund Trust,The Melbourne High School Foundation,South Yarra,VIC,3141,,https://www.mhsfoundation.org.au,,,,,,,,,
3343,Voice of Christ Full Gospel Church - Footscray Inc.,44/9 Ashley Street,WEST FOOTSCRAY,VIC,3012,Australia,,,,,,Y,,,,
3344,Lumen Christi Catholic Primary School,35 Williams Ave,CHURCHILL,VIC,3842,,www.churchill.catholic.edu.au,Y,,,Y,,,,,
3345,Ananda Bodhi Society of Australia Inc.,12 Homestead Rd,Berwick,Victoria,3806,Australia,https://www.anandabodhi.org,,,,,Y,,,,
3346,Woolamai Beach Surf Life Saving Club Incorporated,288 Woolamai Beach Road,Cape Woolamai,VIC,3925,Australia,https://www.woolamaibeach.org.au,,,,Y,Y,,,,
3347,Holy Rosary Catholic Church Kensington,22 Gower Street,Kensington,VIC,3031,,https://flemkencatholic.com,,,,Y,Y,Y,Y,Y,Y
3348,Indochinese Elderly Refugees Association,108 Elizabeth St Suit B,North Richmond,VIC,3121,Australia,www.iera.org.au,,,,,,Y,,Y,
3349,Action For More Independence & Dignity In Accommodation,247-251 Flinders Lane,Melbourne,Victoria,3000,Australia,http://www.amida.org.au,,,Y,,,,,,
3350,Natimuk Rsl Sub-Branch,68-70 Main Street,Natimuk,VIC,3409,Australia,www.rslvic.com.au,,,Y,,Y,Y,,Y,
3351,Victorian Independent Schools Bga Limited,22-40 Rosslyn St,West Melbourne,Victoria,3003,Australia,https://is.vic.edu.au/,,,,Y,,,,,
3352,Greek Orthodox Archdiocese Of Aust Parish Of Coburg & Pascoevale,29 VICTORIA STREET,COBURG,VIC,3058,AUSTRALIA,,,,,,,,,,
3353,Infinite Wisdom International Aust Inc,79 Eley Rd,Blackburn South,Victoria,3130,Australia,https://dhammawiki.com/index.php/Infinite_Wisdom_International,,,,,Y,,,,
3354,Wingate Avenue Community Centre Inc,13a Wingate Ave,Ascot Vale,Victoria,3032,Australia,http://wingateave.com.au/,,,,Y,Y,Y,Y,Y,Y
3355,Croydon Presbyterian Church,,,,,,www.croydonpc.org.au,,,,,Y,,,,
3356,Macedonian Orthodox Church Footscray as trustee for Macedonian Community Centre Sunshine,83-85 Victoria St,West Seddon,VIC,3011,,,,,,,,Y,,Y,
3357,Urban Neighbours Of Hope,58 Gerbert Street,Broadmeadows,Victoria,3047,Australia,www.unoh.org,,,,,Y,,Y,,Y
3358,Vincentian Retirement Services Limited,Po Box 3717,Marsfield,New South Wales,2122,Australia,,,,Y,,,,,,
3359,Uca - Glen Waverley,Corner Bogong Avenue and Kingsway,Glen Waverley,VIC,3150,Australia,http://www.gwuc.org.au,,,,,Y,Y,,Y,
3360,Sony Foundation Australia Limited,,,,,,www.sonyfoundation.org,,,,,,,Y,,Y
3361,Yarrawonga Presbyterian Church,47 Orr St,Yarrawonga,Victoria,3730,Australia,www.wangarattapresbyterianchurch,,,,,Y,Y,,Y,
3362,The Trustee for the Soar Like an Eagle Trust,,,,,,,,,,,Y,,,,
3363,Dragons Abreast Australia Ltd,,,,,,www.dragonsabreast.com.au,,,,,,Y,,,
3364,Victorian Clean Technology Fund Pty Ltd,L 27 101 Collins St,Melbourne,Victoria,3000,Australia,www.vctf.com.au,,,,,,,,,
3365,Oz Harvest Limited,46-62 Maddox St,Alexandria,New South Wales,2015,Australia,https://www.ozharvest.org,,,,Y,Y,,Y,,Y
3366,Victorian Group Training Company Limited,111-113 Bromfield St,Colac,Victoria,3250,Australia,https://www.vgtc.org.au/,Y,,,,,Y,,Y,
3367,Ivanhoe Grammar School - Friends Of Plenty Primary,,,,,Australia,,Y,,,Y,,,,,
3368,Wombat Protection Society Of Australia Limited,370 Island Point Rd,Tomerong,NSW,2540,Australia,www.wombatprotection.org.au,,,,,,,,,
3369,Aged Care Services 24 (St Judes) Pty Ltd,L 12 135 King St,Sydney,New South Wales,2000,Australia,https://japara.com.au/,,,Y,,,,Y,,
3370,Walker Street Community Kindergarten Inc,89 Walker St,Clifton Hill,Victoria,3068,Australia,https://ykinders.org.au/centres/walkerstreet/,Y,,,,,,,,
3371,The Rural Foundation Limited,85a Albert St,Creswick,Victoria,3363,Australia,www.youthrivevictoria.org.au,Y,,,Y,,,,,
3372,Rutherglen Kindergarten Committee Inc,,,,,Australia,,Y,,,,,,,,
3373,Community Empowerment and Livelihood (CEAL),95 Alfrieda St,St Albans,Victoria,3021,Australia,http://www.ceal.org.au,Y,,Y,Y,Y,Y,Y,Y,Y
3374,Intereach Limited,,,,,,www.intereach.com.au,,,,Y,Y,,,,
3375,Community Bible Study International Australia Ltd,25 Menzies Rd,Menzies Creek,Victoria,3159,Australia,https://www.cbsaustralia.org.au/,,,,,,,,,
3376,Renew Initiatives Australia Limited,66 Ashworth Street,Albert Park,Vic,3206,Australia,www.renewaustralia.org,,,,,,,,,
3377,Ms Health Pty Ltd,,,,,,www.mshealth.com.au/,,,,,,Y,,,
3378,V.I.T.A.L. Projex,53a Harlin Rd,Coalfalls,Queensland,4305,Australia,www.vitalprojex.com,Y,,Y,Y,Y,Y,Y,Y,Y
3379,Cotton On Foundation Limited,14 Shepherd Ct,North Geelong,Victoria,3215,Australia,www.cottononfoundation.org/,,,,Y,,,,,
3380,Calvary Christian Church,U 2 1 Bungaleen Ct,Dandenong South,Victoria,3175,Australia,,,,,Y,Y,Y,,Y,
3381,Rosebud Rsl Sub Branch Inc,113 Eastbourne Rd,Rosebud,Victoria,3939,Australia,http://www.rosebudrsl.com.au,,,Y,Y,,,,,
3382,Gembrook Retreat Inc,215 Beenak East Rd,Gembrook,Victoria,3783,Australia,https://www.gembrookretreat.org.au,,,,Y,Y,,Y,,
3383,The Trustee For Estate E G Batchelder,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,,,,,,,,,
3384,Our Lady Of Fatima Parish Catholic Church Rosebud,16 Hinton Street,Rosebud,VIC,3939,,https://www.fatimarosebud.org,,,,Y,Y,Y,Y,Y,Y
3385,The Trustee For Richmond Rsl Sub Branch Welfare Patriotic Fund W347,ANZAC House 4 Collins Street,MELBOURNE,VIC,3000,,,,,,,,,,,
3386,Healesville R S L Sub-Branch Inc,275 Maroondah Hwy,Healesville,Victoria,3777,Australia,www.healesvillersl.com.au,,,Y,,,,,,
3387,UCA - Lay Ministry Teams Cohuna Districts,20 Railway Ave,Cohuna,VIC,3568,Australia,,,,,,Y,Y,,Y,
3388,COLERAINE RSL SUB-BRANCH PATRIOTIC FUND,ANZAC House 4 Collins Street,MELBOURNE,VIC,3000,,,,,Y,,,,,,
3389,Reynard Street Neighbourhood House Inc,104a Reynard St,Coburg,Victoria,3058,Australia,http://rsnh.org.au/,,,,,Y,,Y,,Y
3390,Mechanics Institute Shepparton,227 Wyndham St,Shepparton,Victoria,3630,Australia,,,,,,,Y,Y,Y,
3391,Baptist Church Oakleigh,183 Warrigal Rd,Hughesdale,Victoria,3166,Australia,www.oakleighbaptist.org,,,,Y,Y,,,,
3392,Samoan Wesleyan Methodist Church Wyndham,,,,,Australia,https://wesleyan.org.au/,,,,Y,Y,,,,
3393,YORUBA HERITAGE AND CULTURAL ASSOCIATION OF VICTORIA INC,7 Bargo Court,Shepparton North,Victoria,3631,Australia,www.yhcav.org.au,,,,Y,Y,Y,,Y,
3394,Ballarat & District Aboriginal Cooperative Ltd,108 Armstrong Street,Ballarat,VIC,3350,Australia,www.badac.net.au,,,,Y,Y,Y,Y,Y,Y
3395,The Pentecostals Of Werribee Incorporated,7 Vivid Ct,Tarneit,Victoria,3029,Australia,,,,,,Y,,Y,,
3396,THE TRUSTEE FOR THE SID AND FIONA MYER FAMILY FOUNDATION,,,,,,,,,,,,,,,
3397,Sidang Baptis Indonesia (Indonesian Baptist Church) Inc.,515-517 Whitehorse Rd,Surrey Hills,Victoria,3127,Australia,sbimelbourne.org.au,,,,Y,Y,Y,,Y,
3398,Neil Thomas Ministries International Trust,40-42 Garden Dr,Tullamarine,Victoria,3043,Australia,,,,,,,,,,
